City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
332,Paita,PE,75.76,overcast clouds,-5.0892,-81.1144,
333,Yabelo,ET,59.43,broken clouds,4.8833,38.0833,
334,Vilhena,BR,71.82,moderate rain,-12.7406,-60.1458,
335,Tikapur,NP,65.03,overcast clouds,28.5,81.1333,
336,Aransas Pass,US,81.21,clear sky,27.9095,-97.15,
337,Severo-Yeniseyskiy,RU,14.9,overcast clouds,60.3725,93.0408,
338,Fortuna,US,63.66,clear sky,40.5982,-124.1573,
339,Pafos,CY,62.38,overcast clouds,34.7667,32.4167,
340,Franca,BR,74.71,overcast clouds,-20.5386,-47.4008,
341,Tambopata,PE,91.29,scattered clouds,-12.7333,-69.1833,
342,Villa Del Rosario,CO,84.58,scattered clouds,7.8339,-72.4742,
343,Puerto Ayacucho,VE,91.18,overcast clouds,5.6639,-67.6236,
344,Coquimbo,CL,67.73,few clouds,-29.9533,-71.3436,
345,Bilma,NE,72.52,clear sky,18.6853,12.9164,
346,Morro Bay,US,89.24,clear sky,35.3658,-120.8499,
347,Mahuta,TZ,68.41,scattered clouds,-10.8667,39.45,
348,Nouadhibou,MR,67.98,scattered clouds,20.931,-17.0347,
349,Fukue,JP,47.97,overcast clouds,32.6881,128.8419,
350,Dawlatabad,AF,57.15,few clouds,36.4141,64.9053,
351,Saldanha,ZA,60.85,overcast clouds,-33.0117,17.9442,
352,Qaqortoq,GL,33.24,snow,60.7167,-46.0333,
354,Panzhihua,CN,48.13,broken clouds,26.5851,101.7128,
355,Axim,GH,79.88,broken clouds,4.8699,-2.2405,
356,Kilindoni,TZ,80.94,scattered clouds,-7.9139,39.6668,
357,Avera,US,70.48,clear sky,33.194,-82.5271,
358,Morant Bay,JM,85.62,scattered clouds,17.8815,-76.4093,
359,Yuxia,CN,30.81,scattered clouds,34.0615,108.6291,
360,Nenjiang,CN,15.33,light snow,49.1833,125.2167,
361,Genhe,CN,7.75,overcast clouds,50.7833,121.5167,
362,Panji,ID,75.81,overcast clouds,-7.7253,114.0995,
365,Popondetta,PG,79.05,overcast clouds,-8.7537,148.2534,
366,Camana,PE,69.49,overcast clouds,-16.6228,-72.7111,
367,Broome,US,40.6,clear sky,42.2506,-75.833,
368,Lagoa,PT,62.69,few clouds,39.05,-27.9833,
369,Severodvinsk,RU,14.11,light snow,64.5635,39.8302,
371,Vila Franca Do Campo,PT,64.2,clear sky,37.7167,-25.4333,
372,Bandarbeyla,SO,77.0,clear sky,9.4942,50.8122,
373,Harnosand,SE,17.01,overcast clouds,62.6323,17.9379,
374,Badiraguato,MX,90.7,overcast clouds,25.3667,-107.5167,
375,Beni Mazar,EG,62.13,overcast clouds,28.4962,30.8029,
376,Pangai,TO,75.31,light rain,-19.8,-174.35,
377,Ambulu,ID,75.81,overcast clouds,-8.345,113.6058,
378,Havoysund,NO,34.03,overcast clouds,70.9963,24.6622,
379,Bella Union,UY,82.54,overcast clouds,-30.2752,-57.6007,
380,Namatanai,PG,81.84,broken clouds,-3.6667,152.4333,
381,Lompoc,US,89.1,clear sky,34.6391,-120.4579,
382,Atbasar,KZ,29.75,light snow,51.8,68.3333,
383,Passagem Franca,BR,82.17,overcast clouds,-6.1797,-43.7836,
384,Sovetskiy,RU,32.02,snow,61.3614,63.5842,
385,Xining,CN,19.67,clear sky,36.6167,101.7667,
386,Juneau,US,37.85,light rain,58.3019,-134.4197,
387,Minab,IR,63.9,clear sky,27.1467,57.0801,
388,Raahe,FI,20.01,light snow,64.6833,24.4833,
391,Maceio,BR,85.44,clear sky,-9.6658,-35.7353,
392,Hammerfest,NO,30.65,light shower snow,70.6634,23.6821,
393,Bambanglipuro,ID,76.98,overcast clouds,-7.95,110.2833,
394,Klaksvik,FO,32.92,overcast clouds,62.2266,-6.589,
395,Winnemucca,US,54.1,clear sky,40.973,-117.7357,
396,Samana,DO,84.42,scattered clouds,19.2056,-69.3369,
397,Jiexiu,CN,32.5,clear sky,37.0244,111.9125,
398,Kijang,KR,29.93,clear sky,35.2442,129.2139,
399,Wanning,CN,64.89,overcast clouds,18.8003,110.3967,
400,Geraldton,AU,59.41,clear sky,-28.7667,114.6,
401,Basco,PH,71.65,overcast clouds,20.4487,121.9702,
402,Namibe,AO,70.3,overcast clouds,-15.1961,12.1522,
403,Naron,ES,54.59,overcast clouds,43.5167,-8.1528,
404,Adrar,MR,71.53,overcast clouds,20.5022,-10.0711,
405,Corn Island,NI,80.8,overcast clouds,12.1694,-83.0418,
407,Gizo,SB,83.43,light rain,-8.103,156.8419,
408,Saint-Pierre,RE,73.08,few clouds,-21.3393,55.4781,
409,Shelekhov,RU,26.98,light snow,52.2139,104.1,
410,Poum,NC,81.54,few clouds,-20.2333,164.0167,
411,Palana,RU,17.2,light snow,59.1167,159.9667,
412,Papenburg,DE,42.31,overcast clouds,53.0667,7.4,
413,Guarapari,BR,80.49,few clouds,-20.6667,-40.4975,
414,Abbeville,FR,44.56,light rain,50.1,1.8333,
415,Puerto Narino,CO,89.55,overcast clouds,-3.7703,-70.3831,
416,Arlit,NE,73.71,overcast clouds,18.7369,7.3853,
417,Hauge,NO,30.58,broken clouds,58.3436,6.2812,
419,Tezu,IN,63.09,overcast clouds,27.9167,96.1667,
420,Shanghai,CN,41.94,clear sky,31.2222,121.4581,
421,Bud,US,48.29,broken clouds,39.447,-86.1758,
422,Dalvik,IS,13.93,overcast clouds,65.9702,-18.5286,
423,Astaneh-Ye Ashrafiyeh,IR,57.07,few clouds,37.2596,49.9444,
424,Robore,BO,86.4,overcast clouds,-18.3333,-59.75,
425,Shingu,JP,39.94,clear sky,33.7333,135.9833,
426,Dunedin,NZ,60.01,broken clouds,-45.8742,170.5036,
428,Darovskoy,RU,25.0,overcast clouds,58.77,47.9564,
429,Vanderhoof,CA,40.05,overcast clouds,54.0166,-124.0198,
430,Solnechnyy,RU,11.64,overcast clouds,50.7214,136.6319,
431,Necochea,AR,79.03,clear sky,-38.5473,-58.7368,
432,Muros,ES,53.83,overcast clouds,42.7762,-9.0603,
433,Midland,US,79.47,clear sky,31.9974,-102.0779,
434,Beira,MZ,76.33,clear sky,-19.8436,34.8389,
435,Chupa,RU,19.54,light snow,66.27,33.0549,
436,Finschhafen,PG,82.02,overcast clouds,-6.6024,147.8681,
437,Seydi,TM,62.51,overcast clouds,39.4816,62.9137,
438,Vestmannaeyjar,IS,36.19,moderate rain,63.4427,-20.2734,
439,Borujerd,IR,46.49,broken clouds,33.8973,48.7516,
440,Miyang,CN,45.45,overcast clouds,24.4042,103.4428,
441,Tamiahua,MX,76.96,overcast clouds,21.2667,-97.45,
442,Karpogory,RU,22.55,light snow,64.0019,44.4451,
443,Lufilufi,WS,85.78,broken clouds,-13.8745,-171.5986,
444,San Quintin,MX,70.66,clear sky,30.4833,-115.95,
445,Prince Rupert,CA,44.29,moderate rain,54.3161,-130.3201,
446,Paamiut,GL,34.9,overcast clouds,61.994,-49.6678,
447,Jiwani,PK,74.88,clear sky,25.05,61.7417,
448,Ipixuna,BR,84.15,overcast clouds,-1.7625,-48.8043,
450,Abay,KZ,25.18,scattered clouds,49.6311,72.8539,
451,Lurgan,GB,40.6,scattered clouds,54.4608,-6.3294,
452,Wajima,JP,42.98,overcast clouds,37.4,136.9,
453,Gazimurskiy Zavod,RU,14.04,light snow,51.5461,118.3266,
454,Kahului,US,85.26,few clouds,20.8947,-156.47,
455,Methven,NZ,58.01,overcast clouds,-43.6333,171.65,
456,Bridlington,GB,38.89,moderate rain,54.0831,-0.1919,
457,Brae,GB,35.51,overcast clouds,60.3964,-1.353,
458,Ambon,ID,77.14,very heavy rain,-3.6954,128.1814,
459,Kyaikkami,MM,75.45,overcast clouds,16.08,97.5675,
460,Balotra,IN,70.59,overcast clouds,25.8333,72.2333,
461,Mastic Beach,US,48.54,clear sky,40.7668,-72.8521,
462,High Rock,BS,73.42,scattered clouds,26.6208,-78.2833,
463,Gornyye Klyuchi,RU,4.39,clear sky,45.25,133.5,
464,Khargone,IN,58.6,overcast clouds,21.8167,75.6,
465,Baghdad,IQ,60.71,broken clouds,33.3406,44.4009,
466,Mednogorsk,RU,34.84,light rain,51.4128,57.595,
467,Hami,CN,25.59,broken clouds,42.8,93.45,
468,Scarborough,GB,38.53,light rain,54.2797,-0.4044,
470,Kalmunai,LK,76.5,overcast clouds,7.4167,81.8167,
471,Krasnokamensk,RU,16.09,few clouds,50.0979,118.0369,
472,Coihaique,CL,50.61,light intensity shower rain,-45.5752,-72.0662,
473,Carndonagh,IE,38.82,overcast clouds,55.25,-7.2667,
474,Cerro Largo,BR,87.35,clear sky,-28.1486,-54.7381,
475,Salinopolis,BR,82.4,overcast clouds,-0.6136,-47.3561,
476,Montepuez,MZ,71.01,broken clouds,-13.1256,38.9997,
477,Sitka,US,39.09,moderate rain,57.0531,-135.33,
478,Tatarsk,RU,19.31,overcast clouds,55.219,75.9828,
479,Ayan,RU,5.47,overcast clouds,56.45,138.1667,
480,Aswan,EG,69.1,clear sky,24.0934,32.907,
481,Virginia Beach,US,62.02,broken clouds,36.8529,-75.978,
483,Riyadh,SA,64.54,clear sky,24.6877,46.7219,
484,Nykoping,SE,25.09,overcast clouds,58.753,17.0079,
485,Bathsheba,BB,83.01,scattered clouds,13.2167,-59.5167,
486,Suez,EG,61.38,broken clouds,29.9737,32.5263,
487,Rio Gallegos,AR,60.85,broken clouds,-51.6226,-69.2181,
488,Burnie,AU,63.54,clear sky,-41.0667,145.9167,
489,Vermilion,US,51.57,overcast clouds,40.1667,-87.7506,
490,Onega,RU,15.28,overcast clouds,63.9061,38.1404,
491,Kuching,MY,73.62,few clouds,1.55,110.3333,
492,Sioux Lookout,CA,32.38,snow,50.1001,-91.917,
493,Qasigiannguit,GL,35.85,moderate rain,68.8193,-51.1922,
494,Omboue,GA,77.65,overcast clouds,-1.5746,9.2618,
495,Bubaque,GW,82.45,broken clouds,11.2833,-15.8333,
496,Bealanana,MG,62.74,few clouds,-14.55,48.7333,
497,Lubango,AO,62.2,light rain,-14.9172,13.4925,
498,Shieli,KZ,49.93,overcast clouds,44.1667,66.75,
499,Guerrero Negro,MX,76.1,clear sky,27.9769,-114.0611,
500,Ukiah,US,81.05,clear sky,39.1502,-123.2078,
501,Kota Kinabalu,MY,78.78,few clouds,5.9749,116.0724,
502,Katakwi,UG,72.18,overcast clouds,1.8911,33.9661,
503,San Francisco,US,74.95,clear sky,37.7749,-122.4194,
504,Vao,NC,76.53,overcast clouds,-22.6667,167.4833,
505,Knysna,ZA,62.98,light rain,-34.0363,23.0471,
506,Kholuy,RU,24.03,overcast clouds,56.575,41.8692,
507,Alyangula,AU,75.07,scattered clouds,-13.8483,136.4192,
508,Shar,KZ,21.47,clear sky,49.5886,81.0453,
509,Tuatapere,NZ,60.82,scattered clouds,-46.1333,167.6833,
510,Santa Cruz,BO,81.86,scattered clouds,-17.8,-63.1667,
511,Naze,JP,57.67,overcast clouds,28.3667,129.4833,
512,Pervomayskoye,RU,41.34,overcast clouds,43.919,46.7102,
513,Torbay,CA,41.68,broken clouds,47.6666,-52.7314,
514,Hope,US,75.25,clear sky,33.6671,-93.5916,
515,Soyo,AO,77.95,overcast clouds,-6.1349,12.3689,
516,Yavaros,MX,87.46,clear sky,26.7,-109.5167,
517,Tura,IN,62.69,scattered clouds,25.5198,90.2201,
518,San Antero,CO,85.62,broken clouds,9.3741,-75.7589,
519,Dahuk,IQ,51.91,overcast clouds,36.8695,42.994,
520,Presidencia Roque Saenz Pena,AR,88.29,clear sky,-26.7852,-60.4388,
521,San Juan,AR,88.72,clear sky,-31.5375,-68.5364,
522,Rudbar,AF,61.02,clear sky,30.15,62.6,
523,Manzanillo,CU,85.87,clear sky,20.3433,-77.1167,
524,Somerville,US,47.1,broken clouds,42.3876,-71.0995,
525,Cao Bang,VN,50.45,overcast clouds,22.6667,106.25,
526,Ponta Do Sol,PT,66.7,scattered clouds,32.6667,-17.1,
527,Tevriz,RU,34.2,light rain,57.509,72.4042,
528,Talcahuano,CL,62.28,clear sky,-36.7167,-73.1167,
530,Maldonado,UY,67.39,overcast clouds,-34.6667,-54.9167,
531,Grand Gaube,MU,77.4,clear sky,-20.0064,57.6608,
532,Andenes,NO,31.98,scattered clouds,69.3143,16.1194,
533,Baiyin,CN,13.08,clear sky,36.5583,104.2081,
535,Nalut,LY,54.21,clear sky,30.3333,10.85,
536,Tres Arroyos,AR,78.67,clear sky,-38.3739,-60.2798,
538,Touros,BR,83.3,overcast clouds,-5.1989,-35.4608,
539,Innisfail,AU,79.92,scattered clouds,-17.5333,146.0333,
540,Buala,SB,83.03,overcast clouds,-8.145,159.5921,
541,Viedma,AR,71.26,overcast clouds,-40.8135,-62.9967,
543,Gelemso,ET,60.46,overcast clouds,8.8167,40.5167,
544,Chapada Dos Guimaraes,BR,82.06,overcast clouds,-15.4606,-55.7497,
545,Bonavista,CA,39.11,broken clouds,48.6499,-53.1147,
546,Sankt Augustin,DE,44.82,light rain,50.7667,7.1833,
547,Coracora,PE,57.22,heavy intensity rain,-15.0333,-73.7833,
548,Gornopravdinsk,RU,34.48,overcast clouds,60.05,69.9,
549,Charleston,US,70.32,clear sky,32.7766,-79.9309,
550,Kiruna,SE,20.32,snow,67.8557,20.2251,
551,Berlevag,NO,32.0,light shower snow,70.8578,29.0864,
552,Hays,US,76.96,scattered clouds,30.0502,-98.0336,
553,Muriwai Beach,NZ,69.35,overcast clouds,-36.8167,174.45,
554,Blagoveshchenka,RU,14.58,clear sky,52.8333,79.8667,
556,Eureka,US,63.21,broken clouds,40.8021,-124.1637,
557,Bukachacha,RU,11.86,few clouds,52.9833,116.9167,
558,Potosi,BO,60.08,scattered clouds,-19.5836,-65.7531,
559,Inhambane,MZ,73.02,few clouds,-23.865,35.3833,
560,Waingapu,ID,78.08,overcast clouds,-9.6567,120.2641,
561,Sladkovo,RU,28.02,overcast clouds,55.5284,70.3385,
562,West Bay,KY,84.27,few clouds,19.3667,-81.4167,
563,Shadegan,IR,69.71,overcast clouds,30.6497,48.6647,
564,Mikhaylovka,RU,28.78,overcast clouds,50.06,43.2379,
565,San Cristobal,VE,78.98,scattered clouds,7.7669,-72.225,
566,Sanchursk,RU,26.04,few clouds,56.9413,47.2499,
567,Bay Roberts,CA,42.44,broken clouds,47.5999,-53.2648,
568,Laguna,US,78.96,clear sky,38.421,-121.4238,
570,Jumla,NP,49.46,overcast clouds,29.2747,82.1838,
571,Bowen,AU,75.42,clear sky,-20.0167,148.2333,
572,Minsk,BY,24.55,overcast clouds,53.9,27.5667,
573,Mayor Pablo Lagerenza,PY,80.8,overcast clouds,-19.9309,-60.7718,
574,Sembe,CG,70.39,light rain,1.6481,14.5806,
575,Leon,MX,78.15,overcast clouds,21.1167,-101.6667,
576,Bima,ID,75.36,moderate rain,-8.4667,118.7167,
577,Veraval,IN,71.08,overcast clouds,20.9,70.3667,
578,Birao,CF,76.28,clear sky,10.2849,22.7882,
579,Khash,IR,51.71,clear sky,28.2211,61.2158,
580,Chapais,CA,11.98,overcast clouds,49.7834,-74.8492,
581,Jerantut,MY,73.38,overcast clouds,3.936,102.3626,
582,Sinazongwe,ZM,82.06,clear sky,-17.2614,27.4618,
583,Muyezerskiy,RU,17.46,light snow,63.9333,31.65,
584,Newport,GB,44.85,few clouds,51.5877,-2.9984,
585,Meridian,US,63.79,clear sky,43.6121,-116.3915,
586,Bosobolo,CD,76.77,overcast clouds,4.1833,19.9,
587,Nueva Gerona,CU,79.02,few clouds,21.8833,-82.8,
588,Port-Cartier,CA,25.75,snow,50.0334,-66.8654,
589,Bulawayo,ZW,73.6,clear sky,-20.15,28.5833,
590,Foz,ES,54.41,overcast clouds,43.5692,-7.2544,
591,Pandamatenga,BW,79.39,few clouds,-18.5278,25.627,
592,Abbeyfeale,IE,40.39,few clouds,52.3814,-9.3025,
593,Kloulklubed,PW,82.42,heavy intensity rain,7.0419,134.2556,
594,Lugovoy,KZ,35.35,scattered clouds,42.9472,72.7644,
595,Los Llanos De Aridane,ES,62.35,broken clouds,28.6585,-17.9182,
596,Ambunti,PG,73.9,overcast clouds,-4.2365,142.8448,
597,Seminole,US,80.19,broken clouds,28.7086,-81.2081,
598,Sao Joao Da Barra,BR,77.09,few clouds,-21.6403,-41.0511,
599,Galich,RU,21.29,overcast clouds,58.3797,42.3475,
600,Todos Santos,MX,84.0,overcast clouds,23.45,-110.2167,
601,Thionville,FR,43.0,broken clouds,49.3333,6.3333,
603,Samarai,PG,83.25,overcast clouds,-10.6167,150.6667,
604,Preeceville,CA,36.25,overcast clouds,51.95,-102.6677,
605,Shimoda,JP,43.11,clear sky,34.6667,138.95,
606,Shetpe,KZ,39.92,overcast clouds,44.1667,52.1167,
607,Lorengau,PG,82.4,overcast clouds,-2.0226,147.2712,
608,Sulangan,PH,81.82,overcast clouds,11.1373,123.7228,
609,Douglas,US,67.14,clear sky,41.3,-96.167,
610,Kotelnikovo,RU,34.7,light rain,47.6317,43.1461,
611,Tucupita,VE,78.93,overcast clouds,9.0622,-62.051,
612,Teknaf,BD,69.8,few clouds,20.8624,92.3058,
613,Nikel,RU,30.38,overcast clouds,69.4128,30.222,
614,Dovers,VC,81.99,overcast clouds,12.8833,-61.1833,
616,Agadez,NE,69.03,scattered clouds,19.75,10.25,
617,Kununurra,AU,76.98,overcast clouds,-15.7667,128.7333,
618,Odienne,CI,82.54,broken clouds,9.51,-7.5692,
619,Colesberg,ZA,72.28,scattered clouds,-30.72,25.0972,
620,Vredendal,ZA,62.65,overcast clouds,-31.6683,18.5012,
621,Azare,NG,77.09,few clouds,11.6765,10.1948,
622,Kashan,IR,58.6,overcast clouds,33.9831,51.4364,
623,Norden,DE,41.97,overcast clouds,53.6,7.2,
624,Polohy,UA,33.04,broken clouds,47.4844,36.2536,
625,General Roca,AR,86.4,overcast clouds,-39.0333,-67.5833,
626,Kurchum,KZ,8.76,few clouds,48.5722,83.6542,
627,Griffith,US,47.39,overcast clouds,41.5284,-87.4237,
628,Anna,RU,30.76,overcast clouds,51.4842,40.4299,
629,Ulladulla,AU,69.87,clear sky,-35.35,150.4667,
630,Faya,SA,53.71,clear sky,18.3851,42.4509,
631,Malaya Vishera,RU,16.29,overcast clouds,58.8454,32.2222,
632,Escarcega,MX,84.92,broken clouds,18.6089,-90.7454,
633,Key Largo,US,80.6,clear sky,25.0865,-80.4473,
634,Denpasar,ID,76.71,scattered clouds,-8.65,115.2167,
635,Agvali,RU,36.73,overcast clouds,42.5385,46.1197,
636,Boguchany,RU,14.85,light snow,58.3814,97.4531,
637,Waipawa,NZ,64.92,overcast clouds,-41.4122,175.5153,
638,Hengyang,CN,44.49,clear sky,26.8881,112.615,
639,Saint-Augustin,CA,14.23,scattered clouds,51.226,-58.6502,
640,Malakal,SS,82.56,broken clouds,9.5334,31.6605,
641,Butembo,CD,57.74,overcast clouds,0.15,29.2833,
642,Kattivakkam,IN,80.08,scattered clouds,13.2167,80.3167,
643,Qinhuangdao,CN,33.4,clear sky,39.9317,119.5883,
644,Chimbarongo,CL,77.72,clear sky,-34.7,-71.05,
645,Svetlaya,RU,17.91,overcast clouds,46.5389,138.3297,
646,Kushmurun,KZ,37.4,overcast clouds,52.4503,64.6311,
647,Milan,IT,44.87,broken clouds,45.4643,9.1895,
648,Marsh Harbour,BS,75.33,broken clouds,26.5412,-77.0636,
649,La Libertad,EC,76.66,broken clouds,-2.2333,-80.9,
650,Dvinskoy,RU,21.83,light snow,62.1535,45.1175,
651,Yumen,CN,24.28,clear sky,40.2833,97.2,
652,Carolina,PR,85.75,scattered clouds,18.3808,-65.9574,
653,Shimanovsk,RU,3.42,overcast clouds,52.0,127.7,
654,Shizunai,JP,32.9,light snow,42.3339,142.3669,
655,Darhan,MN,10.81,scattered clouds,49.4867,105.9228,
656,Byron Bay,AU,71.87,overcast clouds,-28.65,153.6167,
657,Sorong,ID,79.79,heavy intensity rain,-0.8833,131.25,
658,Port Hawkesbury,CA,34.72,overcast clouds,45.6169,-61.3485,
659,Balkanabat,TM,66.22,overcast clouds,39.5108,54.3671,
660,Marck,FR,46.35,overcast clouds,50.949,1.9433,
661,Cherdyn,RU,31.96,snow,60.403,56.4787,
662,Peniche,PT,56.68,overcast clouds,39.3558,-9.3811,
663,Maraa,BR,78.84,overcast clouds,-1.8333,-65.3667,
664,Abu Dhabi,AE,75.22,clear sky,24.4667,54.3667,
665,Petropavlovsk-Kamchatskiy,RU,40.78,moderate rain,53.0452,158.6483,
666,Sassandra,CI,79.83,broken clouds,4.95,-6.0833,
667,Mwingi,KE,66.76,overcast clouds,-0.9344,38.0601,
668,Kande,TG,81.01,broken clouds,9.9578,1.0447,
669,Poopo,BO,62.1,broken clouds,-18.3667,-66.9667,
670,Camopi,GF,74.37,moderate rain,3.1655,-52.3158,
671,Meulaboh,ID,75.29,broken clouds,4.1363,96.1285,
672,Havre-Saint-Pierre,CA,26.6,light snow,50.2334,-63.5986,
673,Sterling,US,57.34,broken clouds,39.0062,-77.4286,
674,Chumphon,TH,71.02,light rain,10.3333,98.8333,
675,Lahad Datu,MY,75.31,moderate rain,5.0268,118.327,
676,Irati,BR,79.18,clear sky,-25.4672,-50.6511,
677,Kharovsk,RU,15.19,overcast clouds,59.9642,40.1912,
678,Myre,NO,31.95,light snow,69.1036,15.9492,
679,Sambava,MG,75.13,light rain,-14.2667,50.1667,
680,Hay River,CA,4.98,light snow,60.8156,-115.7999,
681,Kochki,RU,13.03,overcast clouds,54.3358,80.4806,
682,Mahenge,TZ,64.0,light rain,-8.6833,36.7167,
683,Grand-Lahou,CI,80.28,overcast clouds,5.1367,-5.0242,
684,Santa Isabel Do Rio Negro,BR,87.91,moderate rain,-0.4139,-65.0192,
685,Sidi Ali,DZ,53.2,clear sky,36.0998,0.4206,
686,Port Maria,JM,85.96,scattered clouds,18.3685,-76.8895,
687,Cam Ranh,VN,75.16,few clouds,11.9214,109.1591,
688,Utevka,RU,31.05,overcast clouds,52.9035,50.9495,
689,Berbera,SO,76.82,overcast clouds,10.4396,45.0143,
690,Ardatov,RU,28.29,overcast clouds,55.2421,43.097,
691,Shahrud,IR,51.31,overcast clouds,36.4182,54.9763,
